QuestionId,QuestionCreation,QuestionLastActivity,AcceptedAnsId,AcceptedDate,QScore,QVotes
4769,2014-01-03T18:04:32.467,2014-10-23T19:59:15.300,4770,2014-01-03T00:00:00.000,2,3
4771,2014-01-04T02:28:04.493,2014-01-05T05:59:44.410,4777,2014-01-05T00:00:00.000,-2,3
4773,2014-01-04T09:21:18.350,2014-01-12T11:27:02.317,4785,2014-01-14T00:00:00.000,4,4
4774,2014-01-04T11:40:50.203,2014-01-08T18:53:47.913,,,4,4
4780,2014-01-05T23:30:06.120,2014-02-05T18:27:42.550,,,2,4
4782,2014-01-06T21:00:27.490,2014-07-16T00:11:47.250,,,4,5
4790,2014-01-08T11:59:52.677,2014-01-08T15:56:30.590,4792,2014-01-09T00:00:00.000,0,1
4794,2014-01-08T12:21:12.123,2014-01-08T15:53:55.587,4795,2014-01-08T00:00:00.000,1,3
4797,2014-01-08T18:29:29.860,2014-01-10T10:35:26.870,4806,2014-01-09T00:00:00.000,3,4
4801,2014-01-08T20:27:02.553,2014-03-25T20:23:49.537,4845,2014-01-17T00:00:00.000,1,1
4803,2014-01-08T22:05:48.403,2014-11-10T03:32:02.323,4810,2014-01-15T00:00:00.000,3,4
4814,2014-01-09T20:25:25.383,2014-09-11T23:21:49.553,4815,2014-01-10T00:00:00.000,2,3
4822,2014-01-11T15:15:16.820,2014-01-12T12:12:38.327,,,-4,7
4825,2014-01-13T04:05:23.173,2014-01-13T16:25:09.067,4830,2014-01-13T00:00:00.000,3,4
4826,2014-01-13T04:25:12.613,2015-03-12T12:53:07.687,,,3,3
4828,2014-01-13T08:09:06.263,2014-01-14T15:08:55.743,4829,2014-01-14T00:00:00.000,1,2
4831,2014-01-14T03:33:01.577,2015-06-16T14:14:19.500,,,11,13
4835,2014-01-14T13:41:17.353,2014-01-16T09:34:29.397,4836,2014-01-15T00:00:00.000,3,3
4844,2014-01-17T01:36:41.560,2014-01-18T07:20:22.503,4848,2014-01-18T00:00:00.000,1,1
4852,2014-01-18T01:45:02.807,2014-01-18T15:30:10.713,,,2,3
4855,2014-01-18T13:36:44.130,2014-05-29T01:10:17.357,4856,2014-01-26T00:00:00.000,2,2
4857,2014-01-18T21:02:50.683,2014-01-19T18:07:27.720,4858,2014-01-20T00:00:00.000,3,3
4861,2014-01-19T19:44:54.500,2014-01-20T21:29:44.943,4863,2014-01-21T00:00:00.000,4,4
4865,2014-01-21T07:22:27.233,2014-02-01T07:04:33.730,4896,2014-01-29T00:00:00.000,3,3
4867,2014-01-21T08:56:09.427,2014-01-21T20:06:20.807,4868,2014-01-21T00:00:00.000,2,3
4872,2014-01-22T21:03:39.773,2015-08-29T22:27:00.927,,,4,5
4873,2014-01-23T02:19:07.190,2015-09-07T15:16:10.147,4917,2015-03-23T00:00:00.000,3,4
4877,2014-01-23T04:25:56.357,2014-01-23T17:12:43.793,4895,2014-01-23T00:00:00.000,3,4
4882,2014-01-23T08:48:24.493,2014-07-29T15:40:08.160,4883,2014-01-24T00:00:00.000,3,6
4886,2014-01-23T13:37:17.377,2014-01-23T15:30:38.717,,,3,3
4901,2014-01-25T00:33:53.597,2014-07-16T23:59:29.007,,,4,5
4905,2014-01-25T22:01:27.937,2014-08-22T11:47:19.530,4906,2014-06-06T00:00:00.000,1,1
4908,2014-01-26T00:57:55.913,2014-01-28T14:50:46.373,4928,2014-02-07T00:00:00.000,5,6
4909,2014-01-26T02:31:32.500,2014-01-26T05:13:48.320,4912,2014-01-26T00:00:00.000,2,2
4913,2014-01-26T21:50:30.290,2014-05-27T21:32:29.970,4914,2014-01-27T00:00:00.000,0,1
4918,2014-01-28T01:32:18.827,2015-02-25T20:11:32.867,4921,2015-02-25T00:00:00.000,3,6
4922,2014-01-28T09:59:06.610,2015-11-20T10:39:56.310,4972,2014-01-31T00:00:00.000,1,6
4924,2014-01-28T13:40:51.883,2014-01-28T14:36:10.530,4925,2014-01-31T00:00:00.000,2,2
4930,2014-01-28T17:02:03.620,2014-01-30T08:45:25.020,4931,2014-01-28T00:00:00.000,3,3
4933,2014-01-28T18:45:54.717,2015-06-18T14:48:31.463,4936,2014-01-28T00:00:00.000,3,3
4934,2014-01-28T18:51:32.373,2014-01-30T09:05:10.820,4953,2014-01-30T00:00:00.000,2,2
4938,2014-01-28T23:27:58.687,2014-02-09T18:03:57.837,4939,2014-01-29T00:00:00.000,3,5
4941,2014-01-29T00:52:17.977,2015-10-21T00:52:47.100,4946,2014-01-29T00:00:00.000,1,3
4942,2014-01-29T02:19:21.380,2014-01-31T06:00:25.440,4943,2014-01-29T00:00:00.000,3,4
4944,2014-01-29T02:49:45.687,2015-07-23T08:21:53.243,4960,2014-01-30T00:00:00.000,7,10
4954,2014-01-30T09:54:20.937,2014-02-03T08:41:40.043,4975,2014-02-01T00:00:00.000,5,5
4955,2014-01-30T10:01:59.700,2014-01-31T03:59:26.070,,,2,3
4963,2014-01-30T17:23:18.753,2014-01-30T17:50:26.253,4966,2014-01-31T00:00:00.000,3,3
4979,2014-02-01T23:21:40.577,2014-02-18T18:45:35.483,5020,2014-03-12T00:00:00.000,1,1
4981,2014-02-02T01:02:42.083,2014-10-04T02:59:39.217,4986,2014-02-02T00:00:00.000,1,1
4982,2014-02-02T02:36:03.140,2014-11-10T03:22:52.843,4985,2014-02-02T00:00:00.000,3,5
4984,2014-02-02T03:05:49.873,2014-02-02T23:57:40.713,4988,2014-02-08T00:00:00.000,1,3
4987,2014-02-02T23:53:24.417,2014-02-03T07:17:15.667,,,1,1
4998,2014-02-05T06:01:58.987,2014-06-24T02:19:09.893,5000,2014-02-05T00:00:00.000,1,1
5004,2014-02-05T19:01:47.900,2014-02-07T09:11:05.993,,,0,2
5006,2014-02-05T19:36:51.990,2014-02-05T21:01:54.050,5009,2014-02-06T00:00:00.000,1,1
5012,2014-02-06T05:29:15.870,2014-11-10T03:24:07.130,5017,2014-02-06T00:00:00.000,3,3
5018,2014-02-07T02:21:41.200,2014-02-08T18:07:55.003,5022,2014-02-18T00:00:00.000,6,6
5024,2014-02-09T01:01:15.100,2014-02-11T16:22:50.250,,,2,4
5027,2014-02-09T05:56:52.953,2014-02-12T20:58:35.867,5040,2014-03-01T00:00:00.000,4,5
5044,2014-02-11T03:27:14.767,2014-02-11T14:51:00.220,,,0,1
5046,2014-02-11T05:44:43.297,2015-09-10T15:39:35.293,,,3,3
5058,2014-02-12T17:00:56.247,2014-04-27T00:09:07.140,5059,2014-02-12T00:00:00.000,0,3
5062,2014-02-13T00:21:21.010,2014-02-24T16:39:47.130,,,1,2
5064,2014-02-13T09:39:23.177,2015-09-03T14:49:20.143,5065,2014-02-13T00:00:00.000,5,5
5073,2014-02-14T16:36:16.720,2015-11-16T11:40:54.083,5094,2014-02-24T00:00:00.000,4,4
5082,2014-02-15T06:09:49.000,2015-02-25T20:13:52.537,5083,2014-02-15T00:00:00.000,5,5
5085,2014-02-15T23:01:33.083,2014-02-15T23:48:53.493,5086,2014-02-16T00:00:00.000,-1,2
5088,2014-02-16T05:18:44.613,2014-12-04T21:44:55.590,,,1,5
5098,2014-02-17T21:17:39.777,2014-02-22T16:41:47.030,5099,2014-02-21T00:00:00.000,4,4
5102,2014-02-18T01:35:17.087,2014-02-18T20:44:04.377,5110,2014-02-18T00:00:00.000,2,2
5112,2014-02-19T01:56:48.963,2014-02-19T09:41:43.830,5114,2014-02-20T00:00:00.000,2,3
5117,2014-02-21T00:01:32.993,2014-03-18T20:05:47.327,5258,2014-03-14T00:00:00.000,1,1
5120,2014-02-21T04:44:03.717,2015-12-08T23:04:04.623,,,5,5
5125,2014-02-22T01:26:56.560,2014-03-14T00:05:47.080,5127,2014-02-22T00:00:00.000,2,2
5135,2014-02-22T23:31:30.023,2014-11-21T07:07:45.517,5136,2014-02-25T00:00:00.000,3,4
5138,2014-02-23T21:32:34.520,2014-02-24T02:25:58.907,5141,2014-02-26T00:00:00.000,1,1
5140,2014-02-23T23:13:16.723,2014-03-03T13:55:15.143,,,3,4
5144,2014-02-24T19:50:03.923,2014-02-25T16:14:13.923,5147,2014-02-26T00:00:00.000,2,2
5152,2014-02-26T03:57:08.887,2014-03-19T17:45:44.730,5153,2014-02-26T00:00:00.000,9,14
5156,2014-02-26T18:17:09.833,2014-02-26T19:22:01.147,5157,2014-02-26T00:00:00.000,1,1
5158,2014-02-26T20:37:02.083,2014-02-27T18:24:04.060,5159,2014-02-27T00:00:00.000,4,4
5164,2014-02-27T22:43:26.833,2014-03-01T16:01:42.073,5165,2014-03-03T00:00:00.000,5,5
5171,2014-02-28T17:11:40.370,2015-08-29T23:37:22.160,5172,2014-02-28T00:00:00.000,0,1
5177,2014-03-02T13:55:04.300,2015-08-17T09:05:08.677,,,2,11
5180,2014-03-02T19:19:33.050,2014-06-13T19:55:56.343,5190,2014-03-06T00:00:00.000,1,4
5182,2014-03-03T03:21:04.347,2014-03-13T14:57:23.357,5196,2014-03-05T00:00:00.000,4,4
5201,2014-03-06T15:20:47.927,2014-09-06T00:42:42.717,5203,2014-03-06T00:00:00.000,5,6
5204,2014-03-07T16:07:16.643,2014-03-07T21:52:37.063,5207,2014-03-11T00:00:00.000,5,6
5205,2014-03-07T18:04:28.903,2014-03-07T18:27:47.063,5206,2014-03-07T00:00:00.000,2,2
5208,2014-03-07T21:32:48.767,2014-03-08T10:47:20.977,5209,2014-03-08T00:00:00.000,3,4
5210,2014-03-08T11:08:41.413,2014-03-18T19:21:14.900,5288,2014-03-23T00:00:00.000,6,8
5211,2014-03-08T20:00:30.463,2014-05-31T01:46:02.933,5212,2014-03-10T00:00:00.000,9,11
5213,2014-03-10T18:01:50.510,2014-03-11T20:30:09.050,,,0,2
5214,2014-03-10T18:13:43.287,2014-03-19T15:38:19.563,,,3,3
5217,2014-03-10T18:21:32.623,2014-03-12T22:09:59.730,,,0,2
5220,2014-03-10T19:43:12.330,2014-03-15T17:46:21.160,5227,2014-03-11T00:00:00.000,2,2
5221,2014-03-10T20:08:34.397,2014-03-10T20:52:30.133,5222,2014-03-10T00:00:00.000,2,3
5232,2014-03-11T16:14:16.430,2014-03-20T06:34:14.740,5233,2014-03-11T00:00:00.000,1,1
5236,2014-03-11T21:17:04.700,2014-03-19T09:23:02.480,5243,2015-06-11T00:00:00.000,6,8
5246,2014-03-12T22:33:56.573,2014-03-24T17:01:36.560,5249,2014-03-13T00:00:00.000,2,3
5259,2014-03-14T04:31:12.927,2014-03-14T16:40:03.877,5261,2014-03-14T00:00:00.000,6,6
5263,2014-03-14T21:49:07.377,2015-04-05T19:21:36.067,5264,2014-03-15T00:00:00.000,1,2
5265,2014-03-15T12:40:55.303,2014-03-24T09:45:50.967,5266,2014-03-15T00:00:00.000,0,1
5267,2014-03-15T16:20:21.190,2014-03-21T20:45:42.293,5269,2014-03-16T00:00:00.000,1,1
5268,2014-03-16T00:30:41.840,2014-03-24T13:52:36.090,5270,2014-03-16T00:00:00.000,5,7
5272,2014-03-17T14:11:55.973,2014-04-22T02:45:53.913,,,1,5
5282,2014-03-18T09:52:17.110,2014-03-20T17:35:00.443,,,1,1
5292,2014-03-18T23:02:16.770,2015-07-14T17:54:27.200,5293,2014-03-18T00:00:00.000,5,5
5294,2014-03-19T09:10:39.143,2014-12-20T16:48:12.643,,,1,1
5302,2014-03-20T21:21:04.897,2014-03-21T02:20:23.690,5303,2014-03-21T00:00:00.000,2,2
5306,2014-03-21T22:13:47.723,2014-05-06T21:14:38.343,5307,2014-03-21T00:00:00.000,0,2
5308,2014-03-22T08:48:02.357,2014-03-27T05:01:22.433,,,2,2
5315,2014-03-26T08:27:36.717,2015-10-23T10:41:37.643,5316,2014-03-27T00:00:00.000,4,5
5320,2014-03-27T08:26:58.507,2014-03-29T08:42:19.630,5321,2014-03-27T00:00:00.000,3,4
5323,2014-03-27T14:30:58.943,2014-03-28T10:06:56.090,5335,2014-03-28T00:00:00.000,2,2
5325,2014-03-27T16:01:45.213,2015-11-13T19:58:38.253,5326,2014-04-04T00:00:00.000,7,7
5333,2014-03-27T22:05:36.540,2014-03-29T19:09:39.730,5334,2014-03-27T00:00:00.000,5,6
5339,2014-03-29T13:54:52.373,2014-03-29T18:06:00.247,,,1,1
5343,2014-03-29T19:11:46.870,2014-03-30T00:02:38.143,,,3,4
5344,2014-03-29T19:53:31.857,2014-03-31T01:04:27.790,,,3,4
5346,2014-03-29T20:52:56.527,2014-03-30T21:05:18.510,5348,2014-03-29T00:00:00.000,5,5
5350,2014-03-30T02:36:36.813,2014-03-31T13:50:28.940,,,4,6
5354,2014-03-30T11:52:40.720,2014-03-30T20:45:08.470,,,2,3
5357,2014-03-30T16:03:13.447,2014-04-01T08:35:30.773,5359,2014-03-30T00:00:00.000,2,3
5360,2014-03-31T13:40:38.293,2014-04-01T10:13:05.977,5363,2014-04-03T00:00:00.000,3,4
5365,2014-04-02T11:07:42.130,2014-04-03T07:20:26.960,5366,2014-04-02T00:00:00.000,0,1
5367,2014-04-02T17:10:40.773,2014-04-02T23:18:01.367,5368,2014-04-02T00:00:00.000,0,2
5369,2014-04-02T19:44:40.937,2015-06-19T04:03:25.243,5372,2014-04-04T00:00:00.000,6,6
5373,2014-04-03T07:04:11.457,2014-04-04T07:50:15.763,,,2,2
5377,2014-04-03T12:07:51.230,2014-04-03T20:49:05.650,5378,2014-04-03T00:00:00.000,1,1
5379,2014-04-03T12:22:01.107,2014-04-03T17:30:54.790,5380,2014-04-03T00:00:00.000,2,2
5382,2014-04-03T18:50:29.810,2014-04-10T06:43:34.357,5386,2014-04-07T00:00:00.000,2,4
5391,2014-04-04T03:09:41.343,2014-04-18T05:02:15.983,5392,2014-04-04T00:00:00.000,3,3
5393,2014-04-04T05:24:29.360,2014-04-04T05:27:24.977,5394,2014-05-29T00:00:00.000,2,2
5395,2014-04-04T08:56:14.523,2014-04-04T15:59:44.950,5396,2014-04-04T00:00:00.000,1,1
5398,2014-04-04T10:40:31.840,2014-04-04T10:49:18.680,5399,2014-04-04T00:00:00.000,1,2
5400,2014-04-04T11:08:50.080,2015-10-14T16:18:42.010,5402,2014-04-04T00:00:00.000,2,4
5401,2014-04-04T11:48:23.703,2015-01-07T20:03:31.920,5403,2014-04-04T00:00:00.000,1,1
5407,2014-04-04T14:13:56.200,2015-10-14T16:17:18.130,5409,2014-04-04T00:00:00.000,3,3
5411,2014-04-04T16:09:47.077,2014-04-04T18:44:42.860,5413,2014-04-04T00:00:00.000,1,1
5414,2014-04-04T18:55:50.957,2014-04-05T00:58:13.520,5418,2014-04-05T00:00:00.000,1,1
5416,2014-04-05T00:46:11.277,2014-04-09T04:36:25.533,,,3,5
5420,2014-04-05T04:17:44.887,2014-04-17T04:02:18.663,,,3,3
5426,2014-04-05T14:41:29.750,2014-04-29T21:07:53.317,5427,2014-04-05T00:00:00.000,1,1
5432,2014-04-06T07:38:20.560,2014-04-10T11:18:04.947,5435,2014-04-06T00:00:00.000,3,3
5437,2014-04-06T11:07:46.000,2014-04-08T17:46:45.240,5439,2014-04-06T00:00:00.000,2,2
5438,2014-04-06T11:11:44.520,2014-04-09T13:12:32.887,5440,2014-04-06T00:00:00.000,1,2
5441,2014-04-06T16:05:58.790,2015-04-04T03:32:14.153,5442,2014-04-06T00:00:00.000,5,5
5446,2014-04-07T02:12:54.007,2014-04-12T12:04:44.907,,,0,1
5457,2014-04-09T14:23:07.087,2014-04-09T22:01:14.020,5459,2014-04-09T00:00:00.000,1,1
5461,2014-04-10T04:26:41.287,2014-04-12T00:36:44.393,5463,2014-04-10T00:00:00.000,4,4
5469,2014-04-11T07:25:38.380,2015-10-31T02:01:45.847,,,9,11
5474,2014-04-11T20:05:15.943,2014-04-14T15:41:41.360,5478,2014-04-12T00:00:00.000,1,1
5480,2014-04-12T01:02:43.300,2014-04-12T15:55:18.847,5482,2014-04-12T00:00:00.000,5,5
5483,2014-04-12T09:32:44.043,2014-05-13T22:37:24.147,5494,2014-04-14T00:00:00.000,2,5
5484,2014-04-12T16:11:50.393,2014-04-13T18:41:57.827,,,1,2
5499,2014-04-15T16:15:52.873,2014-04-16T11:19:13.173,,,1,2
5508,2014-04-17T02:41:59.107,2015-12-28T09:28:33.897,,,-1,2
5511,2014-04-17T16:02:30.400,2014-04-30T20:11:33.730,5512,2014-04-17T00:00:00.000,2,4
5517,2014-04-18T10:25:59.860,2014-04-19T15:53:15.023,5522,2014-04-19T00:00:00.000,1,1
5521,2014-04-18T12:12:38.513,2014-05-15T20:49:48.150,5523,2014-04-21T00:00:00.000,3,5
5529,2014-04-19T20:39:15.013,2014-04-20T01:38:58.567,5530,2014-04-20T00:00:00.000,1,1
5534,2014-04-20T14:28:02.017,2014-05-07T06:44:46.620,5535,2014-05-02T00:00:00.000,2,2
5538,2014-04-21T03:39:50.070,2014-04-21T15:56:44.600,,,2,3
5545,2014-04-21T16:53:58.683,2015-09-24T15:27:09.523,5546,2014-04-21T00:00:00.000,3,3
5551,2014-04-21T18:36:46.463,2015-12-23T04:02:23.147,,,8,10
5557,2014-04-22T13:21:29.220,2014-04-22T16:02:37.030,5558,2014-04-22T00:00:00.000,2,2
5560,2014-04-22T16:15:27.883,2014-04-22T17:21:24.777,5562,2014-04-22T00:00:00.000,3,3
5563,2014-04-22T19:48:31.160,2014-04-24T11:05:05.223,5574,2014-04-28T00:00:00.000,1,1
5568,2014-04-23T21:16:35.763,2014-04-25T16:28:41.777,5586,2014-07-29T00:00:00.000,2,2
5575,2014-04-24T14:26:26.230,2014-05-06T02:56:54.790,5626,2014-05-06T00:00:00.000,0,4
5583,2014-04-25T13:15:07.483,2014-04-29T19:36:28.440,5585,2014-04-25T00:00:00.000,1,4
5590,2014-04-26T14:58:10.467,2014-04-29T21:12:04.557,5591,2014-04-29T00:00:00.000,1,5
5593,2014-04-27T16:01:57.867,2014-04-29T21:15:00.557,5595,2014-04-28T00:00:00.000,1,4
5597,2014-04-29T06:35:38.863,2014-04-29T15:17:53.477,,,4,5
5612,2014-05-02T15:46:55.640,2014-05-03T19:40:29.157,5614,2014-05-02T00:00:00.000,2,2
5617,2014-05-02T23:44:28.463,2015-12-16T08:09:00.260,5621,2014-05-05T00:00:00.000,14,20
5622,2014-05-05T01:32:19.993,2014-05-05T12:51:28.937,,,-4,7
5623,2014-05-05T01:48:45.630,2015-05-05T01:47:09.417,5624,2014-05-05T00:00:00.000,6,7
5628,2014-05-06T11:07:31.973,2014-06-05T18:03:19.930,,,2,2
5632,2014-05-06T15:11:19.043,2014-05-07T07:00:56.033,5633,2014-05-06T00:00:00.000,0,1
5638,2014-05-07T06:49:27.220,2015-08-11T16:03:12.160,5640,2014-05-07T00:00:00.000,5,5
5641,2014-05-07T10:44:09.170,2014-05-14T17:34:31.840,5642,2014-05-08T00:00:00.000,4,5
5645,2014-05-08T20:28:34.647,2014-05-13T20:38:53.223,5646,2014-05-08T00:00:00.000,1,2
5647,2014-05-08T23:44:25.690,2014-05-08T23:44:25.690,,,1,4
5649,2014-05-09T01:49:54.347,2014-05-09T10:23:15.287,,,5,5
5659,2014-05-10T16:55:43.817,2014-06-24T21:14:11.637,,,1,2
5671,2014-05-12T08:02:33.533,2015-02-18T19:32:35.933,5673,2014-05-12T00:00:00.000,2,5
5674,2014-05-12T11:12:54.630,2014-05-14T11:57:12.390,,,1,2
5678,2014-05-12T19:29:27.230,2014-05-13T20:39:02.040,5680,2014-05-12T00:00:00.000,4,6
5683,2014-05-13T16:18:44.240,2014-05-14T18:40:42.743,5684,2014-05-14T00:00:00.000,6,7
5687,2014-05-14T05:26:33.213,2014-05-16T22:04:25.230,5688,2014-05-14T00:00:00.000,2,2
5708,2014-05-17T20:15:58.857,2014-06-06T14:38:37.960,,,1,3
5714,2014-05-18T22:49:03.823,2014-05-27T21:45:21.650,,,2,2
5721,2014-05-19T16:43:18.750,2014-05-21T02:19:34.707,5722,2014-05-20T00:00:00.000,1,2
5730,2014-05-20T20:22:30.327,2014-05-20T23:36:01.047,5731,2014-05-30T00:00:00.000,2,2
5733,2014-05-20T23:20:27.360,2014-05-21T09:53:01.657,5735,2014-05-21T00:00:00.000,2,3
5736,2014-05-21T14:24:42.053,2014-05-21T18:19:26.817,5737,2014-05-23T00:00:00.000,2,2
5739,2014-05-22T00:16:12.907,2014-05-22T10:29:20.240,,,1,2
5741,2014-05-22T15:17:19.223,2014-05-22T15:39:14.997,5742,2014-05-22T00:00:00.000,2,2
5745,2014-05-22T20:29:16.557,2014-11-14T12:36:56.630,,,2,2
5748,2014-05-23T06:59:27.760,2014-05-23T14:05:10.203,,,2,3
5750,2014-05-23T07:25:36.540,2014-05-26T06:39:40.373,,,1,1
5758,2014-05-25T03:14:26.130,2014-12-18T13:42:33.137,5767,2014-05-26T00:00:00.000,1,1
5765,2014-05-26T13:41:02.697,2014-05-28T08:26:09.187,5766,2014-05-27T00:00:00.000,0,1
5769,2014-05-26T23:45:03.147,2014-06-16T20:42:33.687,5775,2014-05-27T00:00:00.000,2,2
5770,2014-05-27T00:03:45.200,2014-05-27T12:16:37.080,,,1,1
5772,2014-05-27T06:57:07.130,2014-05-27T21:52:44.567,,,1,1
5788,2014-05-27T23:23:04.017,2014-05-27T23:45:31.350,5789,2014-05-27T00:00:00.000,2,2
5792,2014-05-28T05:04:20.850,2014-05-28T19:49:48.403,5809,2014-05-28T00:00:00.000,2,2
5794,2014-05-28T06:14:56.477,2015-03-11T20:21:45.433,6882,2014-06-04T00:00:00.000,1,1
5796,2014-05-28T06:29:47.300,2014-10-20T00:04:24.983,9914,2014-10-19T00:00:00.000,1,1
5798,2014-05-28T09:23:02.123,2014-06-16T02:31:53.117,6982,2014-06-16T00:00:00.000,1,1
5801,2014-05-28T12:07:43.170,2014-05-28T12:15:57.930,,,1,1
5804,2014-05-28T13:06:49.897,2014-06-13T20:57:15.907,5805,2014-05-28T00:00:00.000,1,1
5815,2014-05-28T17:18:34.390,2014-05-30T00:30:08.430,5826,2014-05-28T00:00:00.000,4,4
5816,2014-05-28T17:23:24.423,2015-11-04T00:06:44.730,5817,2014-05-28T00:00:00.000,1,1
5819,2014-05-28T17:47:21.650,2014-05-28T20:31:44.597,5824,2014-05-28T00:00:00.000,1,1
5827,2014-05-29T01:39:58.003,2014-05-29T09:01:02.157,5834,2014-05-29T00:00:00.000,5,5
5835,2014-05-29T12:20:01.833,2014-06-03T22:31:31.443,5836,2014-05-30T00:00:00.000,2,2
5856,2014-05-31T14:05:48.650,2014-06-03T20:11:42.723,6859,2014-06-01T00:00:00.000,1,2
6861,2014-06-01T19:50:40.227,2014-06-02T13:31:13.803,,,2,2
6869,2014-06-03T02:06:37.337,2014-06-03T08:30:19.377,,,1,3
6870,2014-06-03T05:01:39.650,2014-06-22T00:52:19.667,,,1,1
6889,2014-06-05T02:25:10.493,2014-06-05T14:00:08.717,6891,2014-06-05T00:00:00.000,6,6
6899,2014-06-05T17:42:06.140,2014-06-06T09:22:13.797,6902,2014-06-10T00:00:00.000,1,1
6904,2014-06-07T07:29:25.120,2015-09-28T19:59:18.880,,,3,3
6908,2014-06-09T17:12:45.403,2014-06-09T19:42:33.557,,,1,1
6912,2014-06-10T05:46:40.893,2014-06-10T15:39:36.640,6913,2014-06-10T00:00:00.000,1,2
6922,2014-06-10T19:52:58.710,2014-06-27T01:08:47.170,6923,2014-06-11T00:00:00.000,2,3
6924,2014-06-10T20:47:23.863,2015-04-13T14:28:07.613,,,0,1
6927,2014-06-11T06:16:45.787,2014-12-23T21:50:17.437,6938,2014-11-27T00:00:00.000,1,2
6928,2014-06-11T10:29:11.633,2014-06-13T10:56:16.590,,,0,1
6930,2014-06-11T15:27:20.533,2014-06-19T05:19:59.257,6936,2014-06-13T00:00:00.000,-3,3
6939,2014-06-12T02:03:18.237,2014-06-17T16:19:02.673,,,1,1
6948,2014-06-13T11:05:05.670,2014-06-13T21:01:31.657,6958,2014-06-13T00:00:00.000,1,1
6953,2014-06-13T15:14:48.003,2014-06-26T16:04:16.860,7068,2014-07-01T00:00:00.000,3,3
6954,2014-06-13T16:00:27.113,2014-06-13T17:09:44.667,6957,2014-06-13T00:00:00.000,1,1
6965,2014-06-13T21:20:37.917,2014-06-15T08:53:03.747,6969,2014-06-14T00:00:00.000,1,1
6967,2014-06-13T22:04:11.337,2014-07-22T04:08:54.343,6972,2014-06-15T00:00:00.000,-7,8
6970,2014-06-14T03:55:12.487,2014-06-14T17:22:15.890,6975,2015-09-21T00:00:00.000,1,1
6976,2014-06-14T20:34:34.917,2014-06-16T21:40:41.517,6983,2014-06-16T00:00:00.000,1,1
6984,2014-06-16T13:25:47.107,2014-06-21T12:26:49.003,7018,2014-07-02T00:00:00.000,1,3
6986,2014-06-17T09:02:35.090,2014-11-21T19:01:27.390,6989,2014-06-17T00:00:00.000,2,3
6988,2014-06-17T11:56:52.547,2014-06-17T13:31:47.097,,,3,3
6993,2014-06-17T13:43:40.310,2014-06-24T15:42:13.003,6996,2014-06-17T00:00:00.000,2,2
6994,2014-06-17T13:54:35.400,2014-06-17T14:41:25.317,6995,2014-06-17T00:00:00.000,1,3
6997,2014-06-17T15:50:41.100,2014-06-17T16:44:55.527,6999,2014-06-18T00:00:00.000,3,3
7003,2014-06-18T11:17:08.533,2014-06-26T06:43:00.850,,,2,2
7007,2014-06-19T10:24:02.030,2014-06-21T03:27:51.223,7008,2014-06-20T00:00:00.000,2,2
7014,2014-06-19T21:07:58.383,2015-08-31T21:37:16.903,,,2,2
7017,2014-06-20T22:40:04.113,2014-06-26T07:59:51.897,,,1,2
7022,2014-06-21T17:00:31.087,2014-06-26T05:59:41.100,7023,2014-06-21T00:00:00.000,1,1
7033,2014-06-23T00:21:36.033,2014-06-23T08:28:34.793,,,0,2
7037,2014-06-23T06:47:02.800,2014-06-25T16:29:35.977,,,0,1
7042,2014-06-23T16:20:32.517,2014-06-24T00:41:12.510,7048,2014-06-24T00:00:00.000,1,3
7043,2014-06-23T22:44:42.627,2015-07-31T17:05:49.260,7044,2014-06-23T00:00:00.000,1,1
7055,2014-06-24T21:46:36.343,2014-06-26T04:36:34.517,7063,2014-06-26T00:00:00.000,1,1
7075,2014-06-27T14:14:09.347,2015-10-25T03:15:06.263,,,5,7
7079,2014-06-27T16:27:06.057,2014-06-28T10:43:32.580,7083,2015-09-13T00:00:00.000,2,2
7084,2014-06-29T10:07:55.517,2014-07-10T14:54:10.673,7090,2014-06-30T00:00:00.000,2,2
7091,2014-06-30T00:25:11.480,2014-07-02T18:06:52.130,7095,2014-06-30T00:00:00.000,1,1
7092,2014-06-30T00:27:14.047,2014-06-30T07:18:36.807,7101,2014-06-30T00:00:00.000,1,1
7093,2014-06-30T00:30:58.430,2015-09-23T14:17:25.240,7096,2014-07-03T00:00:00.000,4,4
7097,2014-06-30T04:24:45.650,2015-06-11T22:11:30.357,7130,2014-07-05T00:00:00.000,3,6
7102,2014-06-30T10:49:01.243,2014-07-02T10:47:09.200,,,4,4
7107,2014-07-01T16:45:13.183,2014-07-24T20:08:09.297,7108,2014-07-01T00:00:00.000,4,4
7115,2014-07-02T20:12:33.590,2015-12-05T01:43:55.320,,,4,4
7118,2014-07-03T23:33:49.063,2014-07-04T00:19:55.917,7119,2014-07-04T00:00:00.000,0,2
7120,2014-07-04T01:17:07.223,2014-07-13T11:42:00.437,7121,2014-07-04T00:00:00.000,2,2
7122,2014-07-04T05:01:46.663,2014-11-21T02:00:22.397,7131,2014-07-06T00:00:00.000,1,3
7136,2014-07-07T02:04:20.030,2014-07-07T09:36:23.127,7147,2014-07-09T00:00:00.000,1,1
7140,2014-07-07T03:51:27.300,2015-01-21T13:25:56.487,,,2,2
7152,2014-07-07T15:41:12.733,2014-07-15T23:00:55.810,7154,2014-07-07T00:00:00.000,3,3
