QuestionId,CreationDate,LastActivity,Score,AnsCount,CommentCount,FavCount,Votes,ViewCount
2126,2012-04-11T20:54:52.137,2015-03-23T19:18:46.587,10,2,0,2,12,1334
2128,2012-04-12T01:08:32.310,2012-06-14T02:29:46.553,5,3,0,,5,393
2131,2012-04-12T09:51:45.977,2012-05-29T15:53:51.587,6,4,1,1,8,193
2143,2012-04-12T18:27:09.157,2012-07-29T00:05:27.227,5,3,0,,6,378
2148,2012-04-13T10:40:59.597,2012-04-14T10:48:39.130,5,3,1,,5,179
2156,2012-04-14T22:59:18.830,2012-07-04T22:12:33.493,9,2,0,,9,291
2158,2012-04-16T01:36:44.890,2012-04-16T18:35:30.217,7,2,0,,7,321
2163,2012-04-16T23:21:09.767,2012-06-07T01:15:19.143,7,4,0,,7,938
2167,2012-04-18T13:26:15.670,2012-04-18T14:00:57.070,8,1,0,,8,795
2169,2012-04-18T20:51:53.927,2012-04-19T15:31:06.167,10,3,0,,10,1046
2175,2012-04-21T04:24:21.250,2012-10-21T17:32:05.837,9,6,4,1,11,1483
2178,2012-04-21T19:18:57.120,2014-11-29T16:27:01.297,7,6,0,0,7,11177
2179,2012-04-21T19:29:27.637,2014-07-02T19:59:18.533,7,3,0,1,8,493
2182,2012-04-23T15:31:35.123,2012-05-10T20:45:46.997,8,2,0,,8,873
2183,2012-04-23T16:03:02.247,2012-07-13T14:01:18.847,8,3,0,,8,1982
2188,2012-04-25T04:14:22.753,2012-04-27T12:11:25.040,8,2,0,,9,1225
2194,2012-04-25T19:08:39.743,2012-04-26T13:38:41.857,7,2,1,,7,130
2206,2012-04-27T22:39:46.153,2012-05-26T18:48:52.623,7,3,0,2,9,3212
2208,2012-04-28T19:12:40.737,2012-07-04T22:13:29.343,9,1,0,1,10,1805
2211,2012-04-29T16:32:53.650,2013-11-05T13:33:38.393,12,4,6,,12,9768
2214,2012-04-30T14:31:42.083,2012-05-11T01:02:38.163,8,5,0,,8,831
2217,2012-04-30T19:19:20.900,2012-05-02T13:55:27.463,8,2,0,,9,189
2225,2012-05-01T19:00:20.647,2012-06-30T00:48:18.333,2,3,0,,2,6255
2231,2012-05-05T03:41:57.663,2012-05-14T02:22:38.347,5,3,0,,5,330
2232,2012-05-05T13:31:33.380,2013-07-16T14:28:13.120,7,2,1,2,9,494
2240,2012-05-07T16:17:51.763,2012-05-10T23:03:09.793,1,2,6,0,3,6417
2241,2012-05-07T16:22:08.120,2012-05-09T07:19:18.263,6,2,0,,6,218
2242,2012-05-07T16:24:34.737,2012-06-14T02:34:36.953,4,5,2,,4,382
2246,2012-05-07T16:47:54.407,2015-08-26T18:52:08.100,8,3,0,,8,342
2251,2012-05-07T20:38:35.997,2012-05-14T15:28:23.620,5,4,0,,6,3688
2252,2012-05-07T20:49:06.017,2015-04-28T19:03:37.400,7,5,0,2,9,2836
2261,2012-05-09T04:45:02.900,2012-09-06T05:14:45.573,17,5,0,2,20,1265
2265,2012-05-10T00:27:05.890,2012-06-30T00:47:59.800,9,3,2,1,11,7465
2266,2012-05-10T00:34:00.203,2012-05-10T15:11:07.063,4,1,0,,4,291
2275,2012-05-11T00:44:06.240,2015-07-19T21:36:20.987,9,8,2,,9,22318
2276,2012-05-11T00:57:06.973,2014-06-22T19:51:14.777,4,5,5,1,8,1453
2279,2012-05-11T08:20:08.117,2015-05-27T16:36:30.183,10,4,4,2,12,36987
2283,2012-05-11T22:27:36.083,2015-04-02T20:04:31.557,6,6,1,1,8,25616
2295,2012-05-15T14:39:01.903,2012-07-05T16:40:44.003,6,7,0,,6,902
2304,2012-05-16T19:26:41.963,2015-01-04T22:45:52.780,10,3,3,3,13,10999
2305,2012-05-16T20:15:15.077,2014-12-03T19:33:04.747,10,2,1,,11,1195
2311,2012-05-17T01:29:37.033,2012-05-17T23:01:00.753,7,3,5,,7,4572
2321,2012-05-19T13:40:07.243,2012-05-23T07:57:33.073,9,2,2,,9,1053
2324,2012-05-21T02:57:51.043,2014-02-23T07:26:31.357,13,3,0,,13,315
2327,2012-05-22T06:56:56.160,2015-12-04T11:04:29.087,24,6,5,5,30,86727
2334,2012-05-23T18:23:33.803,2015-04-14T22:01:06.733,15,5,1,1,18,1695
2335,2012-05-23T19:20:06.463,2012-07-30T15:28:38.743,7,3,1,1,8,3691
2339,2012-05-24T05:47:30.113,2012-05-25T21:27:10.153,5,3,3,,5,299
2343,2012-05-24T14:15:15.460,2014-11-30T00:02:41.813,7,8,5,,8,3629
2345,2012-05-24T15:26:12.213,2012-06-07T02:50:19.727,3,3,6,,3,127
2360,2012-05-27T19:42:46.007,2013-05-28T18:44:45.697,7,2,0,,7,640
2372,2012-05-29T16:22:38.103,2012-05-31T11:06:35.593,6,2,1,0,6,504
2376,2012-05-30T10:09:58.183,2012-05-31T17:11:09.580,7,3,0,,8,164
2385,2012-05-31T12:08:09.190,2012-06-02T18:40:48.520,4,3,2,,4,530
2389,2012-05-31T22:31:10.593,2012-07-02T09:01:00.527,5,3,4,,5,389
2392,2012-06-01T20:37:09.270,2012-06-07T10:00:25.293,6,2,4,,6,1514
2395,2012-06-01T23:57:52.367,2012-06-04T10:23:12.430,4,3,9,1,5,1366
2396,2012-06-02T16:52:35.630,2015-02-11T17:01:09.783,14,6,5,2,16,3017
2401,2012-06-03T07:18:00.643,2014-05-27T09:06:24.237,1,2,0,,1,667
2413,2012-06-05T09:56:39.623,2012-06-05T12:01:33.857,2,1,2,,2,90
2418,2012-06-07T20:17:46.013,2014-06-05T14:50:00.687,8,5,2,,8,536
2422,2012-06-09T20:20:56.727,2012-06-10T12:02:42.160,4,2,2,,4,80
2425,2012-06-12T16:54:17.313,2012-06-12T22:46:44.547,4,4,3,,4,691
2427,2012-06-12T18:53:30.677,2012-06-22T23:58:19.977,4,4,5,,4,891
2432,2012-06-12T20:58:52.843,2015-03-16T10:46:45.663,7,3,4,,7,1489
2439,2012-06-13T15:38:07.633,2012-06-13T15:47:28.387,2,1,0,,2,85
2442,2012-06-14T02:32:13.853,2012-06-14T02:59:34.613,5,1,0,,5,482
2444,2012-06-14T03:41:09.133,2012-06-18T20:50:26.607,5,2,0,,5,708
2446,2012-06-14T14:51:47.813,2015-11-14T20:23:26.180,17,8,3,4,21,50172
2450,2012-06-15T04:44:26.127,2013-10-25T08:43:51.143,7,9,0,,7,3833
2451,2012-06-15T05:54:54.430,2012-06-15T13:55:50.020,7,1,2,,7,6378
2457,2012-06-15T19:09:10.197,2012-06-30T00:20:41.200,10,3,1,,10,555
2460,2012-06-16T12:28:02.167,2012-07-11T04:20:52.763,5,5,1,2,8,401
2468,2012-06-19T02:23:17.480,2012-06-22T02:30:45.737,7,3,6,1,8,1307
2474,2012-06-22T02:48:57.553,2012-11-11T06:00:53.017,9,7,9,,10,1093
2481,2012-06-25T16:50:18.960,2012-07-04T16:23:40.063,4,2,0,,4,3475
2487,2012-06-29T16:11:49.413,2012-07-04T08:42:45.360,3,2,0,,3,7257
2488,2012-06-29T16:22:53.287,2015-12-08T22:27:53.310,1,3,1,,1,314
2490,2012-06-29T16:32:06.970,2012-06-29T23:06:22.743,1,2,3,,1,676
2502,2012-06-30T02:09:21.540,2012-06-30T10:18:53.533,3,1,1,0,3,62
2504,2012-07-01T16:50:18.943,2013-05-18T19:31:45.067,3,2,0,,3,113
2506,2012-07-01T21:49:53.917,2014-03-24T13:18:11.580,8,5,0,,10,2570
2510,2012-07-02T21:04:49.543,2012-12-14T10:13:51.947,4,2,0,,4,5794
2512,2012-07-02T22:41:28.540,2012-07-04T22:06:39.493,3,3,2,,3,309
2520,2012-07-03T18:44:10.720,2015-12-29T18:47:54.060,4,4,0,,4,10938
2522,2012-07-03T21:03:46.083,2012-10-25T16:12:57.830,9,5,5,,9,506
2529,2012-07-05T14:08:38.610,2012-07-06T08:38:17.230,4,3,4,,4,3266
2534,2012-07-05T17:31:42.520,2012-07-05T17:39:00.543,4,1,0,,4,165
2536,2012-07-05T17:40:24.007,2016-01-01T02:50:46.627,7,6,3,,7,11623
2537,2012-07-05T17:50:05.680,2015-08-16T02:03:04.483,4,3,10,1,5,358
2544,2012-07-06T22:15:02.410,2015-02-16T16:35:45.230,9,3,0,3,14,379
2547,2012-07-07T05:42:37.387,2012-07-07T17:17:28.987,1,1,1,,1,124
2548,2012-07-07T05:56:34.640,2012-07-11T18:56:16.147,2,1,0,,3,423
2552,2012-07-07T07:47:52.973,2012-07-13T17:22:51.273,1,2,7,,3,120
2553,2012-07-07T10:41:47.637,2012-07-07T17:11:43.097,2,1,1,,2,186
2554,2012-07-07T12:58:05.443,2012-07-09T21:17:03.130,6,2,1,,6,300
2561,2012-07-07T20:07:42.410,2014-09-18T02:56:25.743,9,3,4,2,11,3906
2562,2012-07-07T20:15:10.873,2012-07-09T21:17:37.903,6,1,1,,6,147
2565,2012-07-08T13:09:59.870,2012-08-15T16:58:02.017,3,4,4,,3,187
2570,2012-07-09T20:16:18.630,2012-07-09T21:15:10.263,3,2,1,1,4,391
2573,2012-07-09T21:36:43.293,2012-08-06T08:20:10.983,5,2,0,,5,2369
2576,2012-07-09T22:23:09.647,2012-07-09T22:47:46.227,5,2,0,,5,335
2583,2012-07-11T17:05:56.180,2012-07-11T21:49:16.013,3,0,4,,6,62
2586,2012-07-12T16:11:06.600,2012-07-12T18:14:33.390,3,1,0,,3,43
2587,2012-07-12T16:17:39.323,2012-07-27T03:00:10.560,3,4,0,,8,128
2588,2012-07-12T16:27:51.760,2012-07-16T14:21:59.223,5,1,0,1,6,103
2589,2012-07-12T16:34:33.967,2012-08-20T21:37:33.637,4,3,1,,4,363
2590,2012-07-12T16:43:11.710,2012-07-15T03:36:37.593,4,1,0,,4,66
2591,2012-07-12T16:57:20.583,2012-07-15T03:36:00.920,2,1,3,,2,122
2592,2012-07-12T17:11:54.280,2012-07-18T20:58:07.977,6,2,0,,6,401
2593,2012-07-12T17:17:43.960,2015-08-03T11:20:50.367,4,6,0,,4,387
2594,2012-07-12T17:34:12.083,2012-08-14T14:05:57.203,2,2,0,,2,628
2606,2012-07-13T16:14:51.157,2012-07-15T20:35:57.940,8,1,0,,8,3245
2607,2012-07-13T16:24:35.183,2012-07-13T16:55:07.703,3,1,1,,3,433
2609,2012-07-13T22:39:52.650,2012-07-29T19:51:11.340,4,2,1,,4,112
2612,2012-07-15T13:52:01.427,2012-08-06T19:46:01.343,5,2,3,,5,255
2617,2012-07-17T03:00:07.663,2012-07-17T10:13:11.267,3,2,2,,3,963
2618,2012-07-17T03:47:12.757,2012-07-17T15:55:07.340,6,1,8,,6,333
2622,2012-07-18T15:09:09.990,2012-07-30T20:42:23.220,6,4,0,,6,454
2625,2012-07-19T04:19:18.493,2012-07-29T16:16:09.143,10,2,0,,10,700
2626,2012-07-19T04:27:58.097,2012-07-29T16:13:42.000,9,2,0,,9,157
2630,2012-07-20T11:14:01.997,2014-12-07T13:40:32.030,9,5,0,,9,3038
2632,2012-07-20T16:19:29.070,2015-02-12T02:05:04.600,6,1,0,,6,3958
2634,2012-07-20T18:27:00.770,2013-10-23T13:13:30.230,22,4,5,4,27,731
2638,2012-07-23T06:19:05.010,2012-07-27T07:58:03.957,1,2,5,,3,2123
2662,2012-07-31T13:49:52.183,2012-08-02T14:28:00.433,3,2,0,,3,94
2664,2012-08-01T17:38:01.767,2014-06-16T10:13:46.507,4,4,0,1,5,219
2670,2012-08-02T07:34:08.873,2012-10-23T08:19:09.200,13,3,0,,13,531
2673,2012-08-04T20:04:59.793,2014-11-03T12:47:41.907,6,3,0,,6,6443
2677,2012-08-05T13:17:05.903,2012-08-23T06:25:10.623,4,2,0,,5,1052
2679,2012-08-05T22:39:30.097,2012-08-06T23:44:59.210,1,1,2,,6,232
2681,2012-08-06T19:03:20.477,2012-08-06T19:03:20.477,8,1,1,1,9,816
2685,2012-08-07T12:22:58.783,2015-12-21T00:28:37.383,21,11,6,3,29,243589
2688,2012-08-08T15:46:41.777,2013-05-28T18:42:02.543,3,2,0,1,4,65150
2694,2012-08-08T18:44:04.547,2012-08-12T01:06:05.700,3,4,4,,3,237
2700,2012-08-09T15:22:27.457,2012-08-16T19:36:16.803,3,1,0,,3,188
2703,2012-08-09T22:21:03.510,2015-07-22T14:56:13.157,4,3,10,1,5,1617
2704,2012-08-09T22:25:37.217,2013-01-24T22:16:16.127,6,3,1,,6,1675
2705,2012-08-09T22:30:58.240,2015-02-06T10:12:39.413,5,5,0,,5,1641
2711,2012-08-11T19:17:36.160,2012-08-12T04:25:21.373,3,2,1,,3,2228
2715,2012-08-12T16:56:15.340,2012-08-13T15:21:59.803,4,2,4,,4,175
2717,2012-08-12T19:37:24.667,2012-08-21T06:54:03.740,2,2,0,,2,81
2725,2012-08-14T21:07:42.867,2012-08-15T15:11:21.813,3,2,1,,3,284
2732,2012-08-18T18:13:42.317,2012-08-19T00:55:23.240,1,1,0,,1,1347
2734,2012-08-19T23:06:02.447,2012-08-20T18:10:37.643,3,2,5,,3,794
2741,2012-08-22T02:57:09.437,2015-07-03T01:15:53.527,5,4,1,,8,156
2747,2012-08-23T01:20:34.757,2013-01-24T22:03:47.930,5,3,1,,5,1084
2749,2012-08-23T04:28:58.957,2014-12-31T20:43:00.547,9,2,1,1,10,23736
2752,2012-08-24T02:00:22.047,2012-08-24T17:15:50.017,5,3,0,,5,77
2756,2012-08-25T00:52:24.727,2012-08-29T06:33:06.680,6,3,0,,6,94
2757,2012-08-25T00:56:00.290,2015-10-24T19:34:27.987,8,3,2,,8,3705
2760,2012-08-25T16:08:38.810,2012-08-27T17:24:55.007,6,2,1,,6,798
2767,2012-08-27T19:51:46.270,2013-01-26T18:56:06.950,14,8,3,,14,1276
2772,2012-08-29T04:14:05.550,2014-01-04T00:10:51.797,15,4,0,,15,1482
2780,2012-08-31T21:32:28.133,2012-09-20T18:41:18.293,7,2,0,2,11,3235
2786,2012-09-02T09:57:48.077,2012-09-10T16:39:51.260,2,2,1,1,5,509
2788,2012-09-02T22:46:31.347,2015-09-04T15:55:36.743,7,1,3,,7,13518
2791,2012-09-03T13:58:31.527,2014-07-25T08:19:48.190,6,2,1,,6,177
2792,2012-09-03T17:34:21.967,2012-09-04T14:16:13.633,5,1,0,,5,125
2797,2012-09-06T19:43:59.813,2012-09-19T05:30:43.630,5,3,0,,5,161
2799,2012-09-07T11:24:54.057,2014-04-13T04:06:46.810,6,4,3,,7,813
2803,2012-09-08T03:29:35.450,2012-09-12T19:24:29.750,5,4,3,,5,6443
2804,2012-09-08T04:24:24.103,2012-09-08T23:51:04.820,2,2,0,,2,615
2805,2012-09-08T04:30:58.420,2014-08-29T18:09:11.750,16,3,2,5,21,18069
2806,2012-09-08T05:13:35.720,2015-12-07T20:37:33.860,6,5,2,,6,4785
2807,2012-09-08T05:22:06.273,2015-05-04T17:02:53.193,7,4,4,,7,8460
2817,2012-09-09T22:17:37.147,2012-09-10T06:42:59.070,8,1,0,,8,162
2820,2012-09-10T22:30:38.527,2013-08-08T19:05:42.713,5,5,2,,5,1868
2824,2012-09-11T22:29:34.700,2012-09-12T23:44:42.770,6,3,0,,6,351
2826,2012-09-12T05:57:07.383,2014-09-18T03:49:44.323,10,9,0,0,10,4032
2836,2012-09-13T10:11:13.327,2013-07-16T20:45:57.660,14,2,0,2,16,310
2842,2012-09-16T01:22:32.273,2012-10-02T16:44:02.687,5,3,1,,5,868
2847,2012-09-17T19:20:00.150,2015-04-27T00:45:59.147,8,2,2,0,9,1206
2848,2012-09-17T21:08:28.060,2012-09-18T07:37:24.507,3,1,0,,4,197
2853,2012-09-19T14:46:09.087,2013-05-28T18:38:30.123,2,2,3,,2,849
2856,2012-09-20T11:29:24.077,2012-09-20T12:38:35.180,5,1,0,,5,202
2858,2012-09-20T18:40:57.543,2015-12-07T23:33:13.863,6,2,1,,6,7447
2860,2012-09-20T22:20:48.790,2012-09-22T01:34:58.923,4,2,0,,4,151
2863,2012-09-21T14:55:08.020,2014-05-20T09:58:28.610,5,3,3,,7,406
2868,2012-09-22T05:08:59.927,2013-10-02T19:33:30.307,7,3,0,,7,5426
2869,2012-09-22T05:16:08.437,2015-01-06T02:29:29.507,6,2,3,1,7,525
2876,2012-09-23T19:35:18.180,2012-09-24T08:19:53.747,13,1,3,,13,367
2877,2012-09-24T02:25:24.997,2015-11-30T08:42:37.097,11,6,0,,11,23105
2879,2012-09-24T02:37:11.997,2015-10-02T07:54:31.347,13,5,1,1,14,23112
2886,2012-09-25T02:30:19.943,2012-09-25T02:45:39.617,2,1,0,,4,446
2889,2012-09-27T00:40:53.680,2012-10-01T19:43:34.180,3,2,1,1,4,196
2890,2012-09-27T00:49:46.760,2013-09-25T16:19:58.377,6,2,3,,6,2236
2894,2012-09-27T13:36:29.227,2012-09-29T18:14:28.017,3,1,5,,3,282
2898,2012-10-01T13:32:34.877,2012-10-01T20:57:39.360,1,1,5,,1,1487
2899,2012-10-01T16:30:04.923,2015-09-29T22:27:55.970,8,6,5,1,9,7069
2902,2012-10-01T20:44:14.527,2012-10-02T10:59:13.947,8,1,3,,8,1703
2905,2012-10-02T08:57:51.037,2012-10-11T04:09:16.663,5,3,5,,7,232
2913,2012-10-03T16:25:05.703,2012-11-07T18:52:52.577,7,6,3,,8,311
2920,2012-10-04T14:17:27.300,2012-10-04T21:27:56.563,4,2,1,,4,2631
2930,2012-10-08T13:38:35.587,2012-10-09T09:49:20.050,8,2,2,1,9,360
2931,2012-10-09T03:24:35.970,2012-10-31T10:32:12.820,4,5,2,,4,1455
2934,2012-10-09T08:05:02.913,2012-11-11T07:07:54.817,7,1,2,,7,293
2939,2012-10-11T00:55:41.723,2014-06-26T23:21:26.283,6,2,0,1,7,16110
2941,2012-10-11T04:10:42.833,2012-10-11T08:43:15.200,4,1,1,,4,266
2943,2012-10-11T11:56:32.390,2012-10-14T13:58:54.347,7,2,0,,7,212
2946,2012-10-14T02:43:32.017,2012-10-18T20:18:35.603,3,2,0,1,4,214
2947,2012-10-14T03:11:12.620,2014-12-12T06:33:48.123,4,4,2,1,5,812
2955,2012-10-15T19:17:29.983,2012-10-25T14:41:47.757,7,2,1,2,9,1935
2957,2012-10-16T19:17:25.437,2012-10-21T16:28:18.813,4,3,4,,4,271
2960,2012-10-16T23:03:59.643,2012-10-24T17:19:33.817,2,2,2,,4,287
2962,2012-10-17T17:20:28.080,2014-08-20T03:05:29.467,4,3,1,,6,221
2964,2012-10-19T15:30:38.840,2012-10-31T19:52:37.417,12,3,2,1,13,2780
2982,2012-10-25T10:30:17.267,2013-07-18T12:35:52.867,7,3,7,2,11,4844
2988,2012-10-26T22:54:47.883,2012-10-28T12:40:34.100,7,2,1,,7,7905
2993,2012-10-29T16:14:24.490,2014-08-17T15:27:41.547,6,7,0,,6,3453
2995,2012-10-29T17:44:14.380,2012-10-30T13:16:23.647,10,1,3,1,11,744
2999,2012-10-31T05:08:24.410,2012-11-05T22:12:50.707,11,2,0,1,12,1184
3003,2012-11-01T14:34:06.357,2012-11-01T14:51:40.003,3,1,1,,3,281
3005,2012-11-01T16:40:13.687,2012-11-08T18:19:58.790,6,2,2,,8,202
3010,2012-11-06T17:04:14.297,2012-11-06T18:25:09.207,5,2,0,,7,5516
3017,2012-11-08T15:55:15.717,2014-05-08T23:54:14.053,5,2,1,0,7,1761
3019,2012-11-08T18:47:00.367,2014-10-08T00:44:07.360,6,2,0,,6,1743
3021,2012-11-08T20:17:17.283,2012-11-09T08:21:26.497,4,2,2,,4,2056
3023,2012-11-08T21:34:07.543,2012-11-13T13:56:15.367,2,3,0,,4,113
3029,2012-11-09T16:03:20.430,2012-11-09T20:05:56.340,3,1,0,,3,715
3033,2012-11-10T16:48:12.723,2012-11-20T09:10:24.703,5,3,2,,5,514
3036,2012-11-11T00:07:45.627,2014-08-27T03:48:38.837,5,3,1,1,9,893
3040,2012-11-11T19:08:51.010,2012-12-10T03:07:26.610,3,6,1,,3,332
3044,2012-11-12T01:56:45.860,2012-11-12T16:32:30.893,3,1,3,,3,66
3046,2012-11-12T04:32:39.380,2015-08-07T16:36:53.300,5,2,2,,5,130
3049,2012-11-13T00:42:04.970,2012-11-13T01:32:09.173,4,1,0,,4,109
3052,2012-11-13T01:53:44.810,2012-11-13T09:17:05.850,2,1,1,,2,95
3054,2012-11-13T04:28:54.430,2012-11-13T14:26:07.260,2,2,0,,2,69
3059,2012-11-14T04:42:21.873,2012-12-03T23:07:53.630,2,4,2,,4,323
3060,2012-11-14T14:43:55.880,2012-11-16T20:48:17.493,2,1,0,,2,1251
3063,2012-11-14T17:15:35.890,2012-11-14T22:14:40.677,2,1,1,,2,60
3065,2012-11-15T01:15:47.137,2012-11-16T20:46:58.540,1,2,2,,1,481
3072,2012-11-17T07:23:13.420,2014-01-08T10:44:29.690,7,4,5,,7,1728
3073,2012-11-18T06:26:38.433,2013-02-17T23:30:33.103,6,2,2,,6,590
3076,2012-11-18T15:31:33.770,2012-11-18T21:17:44.867,7,1,0,,8,11016
3078,2012-11-18T18:56:20.193,2012-11-19T12:15:49.103,2,1,0,,2,153
3088,2012-11-21T18:48:43.693,2012-11-23T07:58:30.860,0,1,9,,9,368
3089,2012-11-22T12:45:48.810,2012-11-29T18:25:37.143,6,4,0,,6,1449
3090,2012-11-22T15:20:18.810,2012-11-27T09:28:46.273,1,4,5,,2,706
3101,2012-11-24T05:30:19.960,2012-11-26T17:04:08.187,2,3,13,,7,7147
3105,2012-11-25T04:24:41.790,2012-11-26T07:31:37.677,7,1,0,,7,389
3108,2012-11-27T12:38:45.753,2012-11-28T14:55:06.257,9,1,0,2,12,3862
3111,2012-11-29T03:53:32.817,2015-08-13T15:52:11.793,6,2,3,,6,467
3115,2012-11-29T14:45:17.073,2012-11-29T22:52:48.367,7,1,3,,7,322
3118,2012-11-30T05:51:10.440,2012-12-20T08:20:33.577,8,3,2,,8,1414
3124,2012-12-04T02:09:37.310,2015-11-03T11:57:51.850,8,4,5,,8,11672
3126,2012-12-04T11:01:12.030,2014-12-15T22:12:57.817,6,3,0,,6,5838
3129,2012-12-04T17:42:05.363,2012-12-05T15:57:55.833,7,3,0,,7,212
3134,2012-12-05T20:18:15.410,2012-12-05T21:10:10.753,3,1,0,,3,1304
3135,2012-12-05T20:51:36.057,2012-12-12T00:26:26.103,7,1,4,1,9,167
3137,2012-12-06T06:08:54.920,2014-06-29T23:43:24.603,4,4,2,,4,5098
3138,2012-12-06T06:13:20.457,2013-06-20T07:16:49.700,4,4,0,,4,399
3143,2012-12-07T01:48:22.890,2012-12-07T02:18:10.773,5,1,1,,5,1440
3145,2012-12-07T03:52:51.217,2012-12-07T06:37:14.350,4,1,0,1,5,571
3148,2012-12-08T15:40:59.043,2014-11-16T15:26:38.783,8,3,1,,8,1734
3150,2012-12-08T19:32:33.430,2015-11-17T20:05:49.487,7,3,2,,7,804
3155,2012-12-10T00:41:51.637,2013-01-15T12:11:15.980,4,2,5,,6,325
3162,2012-12-12T23:06:22.510,2014-07-26T10:34:32.280,11,7,3,,11,1653
3169,2012-12-17T14:47:44.057,2012-12-18T09:24:50.783,3,2,0,,5,323
3173,2012-12-17T21:36:27.857,2012-12-18T18:18:27.640,8,1,0,,8,276
3176,2012-12-18T14:12:10.110,2012-12-18T17:35:05.380,6,2,0,,7,119
3178,2012-12-18T16:18:01.943,2013-04-25T14:31:47.257,4,4,5,,5,1149
3185,2012-12-19T07:27:39.800,2015-07-20T16:36:29.563,12,9,0,1,14,4332
3194,2012-12-19T22:05:39.887,2013-01-09T13:53:47.953,7,3,4,,7,125
3195,2012-12-19T23:26:47.620,2015-06-19T08:27:43.297,13,4,3,,13,26718
3201,2012-12-20T13:36:30.993,2012-12-24T06:09:46.613,11,2,2,3,14,202
3206,2012-12-24T05:05:33.743,2015-04-15T17:03:07.623,3,2,0,2,5,536
3210,2012-12-26T20:18:19.213,2013-01-21T13:35:37.483,5,5,0,1,6,888
3213,2012-12-27T22:30:57.603,2012-12-28T19:05:49.847,10,1,0,,10,265
3216,2013-01-04T02:57:46.747,2013-01-04T04:39:28.153,5,1,1,,5,629
3218,2013-01-07T08:45:18.280,2015-11-22T20:36:11.797,7,1,0,,9,518
3221,2013-01-08T11:02:13.663,2014-04-22T03:55:07.747,6,4,0,,6,385
3223,2013-01-09T08:56:29.757,2013-01-21T19:12:31.983,8,2,0,,10,1345
3235,2013-01-12T13:35:56.997,2013-01-16T15:28:15.887,4,2,0,,4,332
3237,2013-01-12T15:05:12.570,2015-06-23T09:16:55.810,6,1,7,,8,1251
3238,2013-01-12T17:45:49.947,2013-01-18T02:47:37.150,3,1,6,1,5,217
3239,2013-01-13T01:58:40.553,2013-01-13T18:36:04.420,5,1,3,2,7,176
3250,2013-01-18T12:23:13.380,2013-01-21T00:41:59.603,9,2,0,,9,719
3253,2013-01-18T21:27:10.327,2013-01-24T17:38:38.370,5,3,1,,5,1584
3261,2013-01-23T19:04:02.033,2013-01-28T02:50:12.180,5,2,3,,5,86
3265,2013-01-24T15:05:55.823,2013-01-24T17:50:03.563,7,1,1,,7,707
3268,2013-01-24T20:42:24.553,2013-01-26T17:22:48.070,4,3,1,,4,282
3279,2013-01-27T01:44:47.317,2013-01-30T09:04:23.137,4,2,1,1,5,671
3281,2013-01-27T17:32:20.567,2014-06-26T01:59:49.010,6,4,1,1,7,958
3282,2013-01-27T23:12:08.283,2013-02-13T20:58:07.417,2,1,1,,2,1087
3283,2013-01-27T23:18:51.017,2015-12-25T12:26:11.433,9,2,4,1,10,1514
3291,2013-01-28T01:47:59.670,2013-02-10T00:54:00.717,1,4,2,1,2,4176
3292,2013-01-28T01:56:06.847,2013-01-28T03:29:48.027,1,1,1,,1,73
3293,2013-01-28T02:34:06.253,2013-01-28T05:30:14.737,5,1,0,,5,2029
3297,2013-01-28T03:31:42.893,2013-01-29T08:04:56.817,2,1,1,,2,43
3300,2013-01-28T16:49:11.830,2013-01-29T13:40:39.860,3,1,6,,4,355
3301,2013-01-28T16:53:08.137,2013-01-30T14:50:01.940,7,2,0,,7,1143
3304,2013-01-29T03:01:22.483,2013-01-29T15:28:07.757,2,2,0,1,3,130
3313,2013-01-30T17:40:24.233,2013-02-03T00:52:27.137,3,3,4,,3,4530
3314,2013-01-30T20:10:52.930,2015-07-21T18:10:31.003,6,3,1,,6,829
3318,2013-01-31T14:41:48.380,2013-02-04T12:26:11.653,7,2,0,,7,1541
3323,2013-02-01T04:14:14.163,2015-11-26T18:34:01.260,8,1,0,,8,2305
3326,2013-02-02T03:10:23.170,2013-02-04T05:37:16.823,5,4,0,1,6,2496
3331,2013-02-03T19:37:36.467,2013-02-04T19:28:17.543,5,3,0,,5,1595
3338,2013-02-04T16:20:51.320,2014-08-15T20:44:56.823,4,3,1,,4,443
3339,2013-02-04T16:43:04.853,2013-02-05T20:12:03.927,8,4,6,,8,1043
3340,2013-02-04T19:13:59.540,2013-02-08T00:10:45.067,2,2,1,,3,135
3346,2013-02-05T05:44:56.397,2013-02-08T14:21:59.963,1,2,1,,1,148
3349,2013-02-06T15:41:39.763,2014-12-06T16:15:53.887,5,4,1,,5,5453
3353,2013-02-07T06:19:43.157,2013-02-07T15:24:41.300,2,1,4,,2,253
3357,2013-02-07T07:59:40.660,2013-02-08T16:12:16.830,2,1,6,,2,142
3358,2013-02-07T23:57:23.100,2015-07-17T18:30:05.167,6,3,2,,6,8133
3363,2013-02-09T07:56:08.930,2013-02-09T19:40:16.670,2,1,0,,2,38
3365,2013-02-09T22:26:03.467,2013-02-11T17:15:23.117,3,2,1,,3,369
3374,2013-02-10T22:59:19.297,2013-03-01T16:42:47.647,2,3,0,2,4,70
3379,2013-02-11T21:13:56.293,2013-02-12T20:52:28.183,5,3,0,,5,2462
3380,2013-02-11T21:15:57.367,2014-10-01T02:15:39.583,1,4,0,,1,1164
