,Accepted,AcceptedAnsId,Age_vot,AnsId,AnsRank,Ans_count,DRank,Downvotes,Norm_DRank,Norm_Pos,QuestionId,ReScore,Score,Upvotes,Votes,Norm_Pos_2
5893,True,2751.0,462,2751,1,2,0,0.0,0.0,0.5,2749.0,0.857142857143,1.0,2.0,0.0,0.25
8694,False,2751.0,462,4488,2,2,0,0.0,0.0,1.0,2749.0,0.0,-1.0,1.0,1.0,1.0
5893,True,2751.0,463,2751,1,2,0,0.0,0.0,0.5,2749.0,0.857142857143,1.0,2.0,0.0,0.25
8695,False,2751.0,463,4488,2,2,0,0.0,0.0,1.0,2749.0,-0.5,1.0,1.0,1.0,1.0
5894,True,2751.0,773,2751,1,2,0,0.0,0.0,0.5,2749.0,0.875,2.0,1.0,1.0,0.25
8696,False,2751.0,773,4488,2,2,0,0.0,0.0,1.0,2749.0,0.0,1.0,1.0,1.0,1.0
5895,True,2751.0,808,2751,1,2,0,0.0,0.0,0.5,2749.0,0.9,1.0,1.0,1.0,0.25
8696,False,2751.0,808,4488,2,2,0,0.0,0.0,1.0,2749.0,0.0,1.0,1.0,0.0,1.0
5896,False,-1.0,0,2753,1,3,0,0.0,0.0,0.333333333333,2752.0,0.0,0.0,6.0,6.0,0.111111111111
5898,False,-1.0,0,2754,2,3,0,0.0,0.0,0.666666666667,2752.0,0.0,0.0,3.0,3.0,0.444444444444
5899,False,-1.0,0,2755,3,3,0,0.0,0.0,1.0,2752.0,0.0,0.0,3.0,3.0,1.0
5899,True,2755.0,1,2755,1,3,0,0.0,0.0,0.333333333333,2752.0,0.0,0.0,3.0,0.0,0.111111111111
5897,False,2755.0,1,2753,2,3,0,0.0,0.0,0.666666666667,2752.0,0.0,6.0,1.0,1.0,0.444444444444
5898,False,2755.0,1,2754,3,3,0,0.0,0.0,1.0,2752.0,0.0,0.0,3.0,0.0,1.0
5900,False,-1.0,0,2758,1,1,0,0.0,0.0,1.0,2756.0,0.0,0.0,5.0,5.0,1.0
5901,True,2758.0,1,2758,1,1,0,0.0,0.0,1.0,2756.0,0.0,5.0,1.0,1.0,1.0
5901,False,-1.0,2,2758,1,2,0,0.0,0.0,0.5,2756.0,0.0,5.0,1.0,0.0,0.25
5920,False,-1.0,2,2763,2,2,0,0.0,0.0,1.0,2756.0,0.0,0.0,1.0,1.0,1.0
5901,True,2758.0,3,2758,1,2,0,0.0,0.0,0.5,2756.0,0.0,5.0,1.0,0.0,0.25
5921,False,2758.0,3,2763,2,2,0,0.0,0.0,1.0,2756.0,0.0,1.0,1.0,1.0,1.0
5902,True,2758.0,4,2758,1,2,0,0.0,0.0,0.5,2756.0,0.833333333333,1.0,1.0,1.0,0.25
5921,False,2758.0,4,2763,2,2,0,0.0,0.0,1.0,2756.0,0.0,1.0,1.0,0.0,1.0
5903,True,2758.0,5,2758,1,2,0,0.0,0.0,0.5,2756.0,0.857142857143,1.0,1.0,1.0,0.25
5921,False,2758.0,5,2763,2,2,0,0.0,0.0,1.0,2756.0,0.0,1.0,1.0,0.0,1.0
5903,False,-1.0,6,2758,1,3,0,0.0,0.0,0.333333333333,2756.0,0.857142857143,1.0,1.0,0.0,0.111111111111
5921,False,-1.0,6,2763,2,3,0,0.0,0.0,0.666666666667,2756.0,0.0,1.0,1.0,0.0,0.444444444444
5959,False,-1.0,6,2774,3,3,0,0.0,0.0,1.0,2756.0,0.0,0.0,1.0,1.0,1.0
5903,True,2758.0,7,2758,1,3,0,0.0,0.0,0.333333333333,2756.0,0.857142857143,1.0,1.0,0.0,0.111111111111
5960,False,2758.0,7,2774,2,3,0,0.0,0.0,0.666666666667,2756.0,0.0,1.0,1.0,1.0,0.444444444444
5921,False,2758.0,7,2763,3,3,0,0.0,0.0,1.0,2756.0,0.0,1.0,1.0,0.0,1.0
5904,False,-1.0,0,2759,1,1,0,0.0,0.0,1.0,2757.0,0.0,0.0,2.0,2.0,1.0
5906,True,2761.0,1,2761,1,2,0,0.0,0.0,0.5,2757.0,0.0,0.0,2.0,2.0,0.25
5905,False,2761.0,1,2759,2,2,0,0.0,0.0,1.0,2757.0,0.0,2.0,1.0,1.0,1.0
5907,True,2761.0,2,2761,1,3,0,0.0,0.0,0.333333333333,2757.0,0.0,2.0,1.0,1.0,0.111111111111
5905,False,2761.0,2,2759,2,3,0,0.0,0.0,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5911,False,2761.0,2,2762,3,3,0,0.0,0.0,1.0,2757.0,0.0,0.0,1.0,1.0,1.0
5907,True,2761.0,3,2761,1,3,0,0.0,0.0,0.333333333333,2757.0,0.0,2.0,1.0,0.0,0.111111111111
5905,False,2761.0,3,2759,2,3,0,0.0,0.0,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5912,False,2761.0,3,2762,3,3,0,0.0,0.0,1.0,2757.0,0.0,1.0,1.0,1.0,1.0
5907,True,2761.0,4,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.0,2.0,1.0,0.0,0.111111111111
5905,False,2761.0,4,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5913,False,2761.0,4,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.5,1.0,1.0,1.0,1.0
5907,True,2761.0,6,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.0,2.0,1.0,0.0,0.111111111111
5905,False,2761.0,6,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5914,False,2761.0,6,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.666666666667,1.0,1.0,1.0,1.0
5907,True,2761.0,7,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.0,2.0,1.0,0.0,0.111111111111
5905,False,2761.0,7,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5915,False,2761.0,7,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.75,1.0,1.0,1.0,1.0
5907,True,2761.0,10,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.0,2.0,1.0,0.0,0.111111111111
5905,False,2761.0,10,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5916,False,2761.0,10,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.8,1.0,1.0,1.0,1.0
5907,True,2761.0,160,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.0,2.0,1.0,0.0,0.111111111111
5905,False,2761.0,160,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5917,False,2761.0,160,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.833333333333,1.0,1.0,1.0,1.0
5908,True,2761.0,399,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.666666666667,1.0,1.0,1.0,0.111111111111
5905,False,2761.0,399,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5917,False,2761.0,399,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.833333333333,1.0,1.0,0.0,1.0
5908,True,2761.0,459,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.666666666667,1.0,1.0,0.0,0.111111111111
5905,False,2761.0,459,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5918,False,2761.0,459,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.857142857143,1.0,1.0,1.0,1.0
5908,True,2761.0,760,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.666666666667,1.0,1.0,0.0,0.111111111111
5905,False,2761.0,760,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5919,False,2761.0,760,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.875,1.0,1.0,1.0,1.0
5909,True,2761.0,1030,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.75,1.0,1.0,1.0,0.111111111111
5905,False,2761.0,1030,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5919,False,2761.0,1030,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.875,1.0,1.0,0.0,1.0
5910,True,2761.0,1156,2761,1,3,-1,0.0,-0.333333333333,0.333333333333,2757.0,0.8,1.0,1.0,1.0,0.111111111111
5905,False,2761.0,1156,2759,2,3,-1,0.0,-0.333333333333,0.666666666667,2757.0,0.0,2.0,1.0,0.0,0.444444444444
5919,False,2761.0,1156,2762,3,3,2,0.0,0.666666666667,1.0,2757.0,0.875,1.0,1.0,0.0,1.0
5922,False,-1.0,2,2764,1,2,0,0.0,0.0,0.5,2760.0,0.0,0.0,2.0,2.0,0.25
5923,False,-1.0,2,2765,2,2,0,0.0,0.0,1.0,2760.0,0.0,0.0,1.0,1.0,1.0
5924,True,2765.0,3,2765,1,2,0,0.0,0.0,0.5,2760.0,0.0,1.0,1.0,1.0,0.25
5922,False,2765.0,3,2764,2,2,0,0.0,0.0,1.0,2760.0,0.0,0.0,2.0,0.0,1.0
5925,True,2765.0,4,2765,1,2,0,0.0,0.0,0.5,2760.0,0.5,1.0,1.0,1.0,0.25
5922,False,2765.0,4,2764,2,2,0,0.0,0.0,1.0,2760.0,0.0,0.0,2.0,0.0,1.0
5930,False,-1.0,0,2768,1,2,0,0.0,0.0,0.5,2767.0,0.0,0.0,2.0,2.0,0.25
5933,False,-1.0,0,2769,2,2,0,0.0,0.0,1.0,2767.0,0.0,0.0,1.0,1.0,1.0
5939,True,2771.0,1,2771,1,4,0,0.0,0.0,0.25,2767.0,0.0,0.0,2.0,2.0,0.0625
5931,False,2771.0,1,2768,2,4,0,0.0,0.0,0.5,2767.0,0.0,2.0,2.0,2.0,0.25
5934,False,2771.0,1,2769,3,4,0,0.0,0.0,0.75,2767.0,0.0,1.0,3.0,3.0,0.5625
5936,False,2771.0,1,2770,4,4,0,0.0,0.0,1.0,2767.0,0.0,0.0,2.0,2.0,1.0
5940,True,2771.0,2,2771,1,6,-2,0.0,-0.333333333333,0.166666666667,2767.0,0.0,2.0,1.0,1.0,0.0277777777778
5935,False,2771.0,2,2769,2,6,0,0.0,0.0,0.333333333333,2767.0,0.5,3.0,1.0,1.0,0.111111111111
5937,False,2771.0,2,2770,3,6,-1,0.0,-0.166666666667,0.5,2767.0,0.0,2.0,1.0,1.0,0.25
5932,False,2771.0,2,2768,4,6,3,0.0,0.5,0.666666666667,2767.0,0.666666666667,2.0,1.0,1.0,0.444444444444
5961,False,2771.0,2,2775,5,6,0,0.0,0.0,0.833333333333,2767.0,0.0,0.0,1.0,1.0,0.694444444444
5963,False,2771.0,2,2776,6,6,0,0.0,0.0,1.0,2767.0,0.0,0.0,2.0,2.0,1.0
5941,True,2771.0,3,2771,1,6,0,0.0,0.0,0.166666666667,2767.0,0.666666666667,1.0,1.0,1.0,0.0277777777778
5935,False,2771.0,3,2769,2,6,-2,0.0,-0.333333333333,0.333333333333,2767.0,0.5,3.0,1.0,0.0,0.111111111111
5964,False,2771.0,3,2776,3,6,-2,0.0,-0.333333333333,0.5,2767.0,0.0,2.0,1.0,1.0,0.25
5932,False,2771.0,3,2768,4,6,2,0.0,0.333333333333,0.666666666667,2767.0,0.666666666667,2.0,1.0,0.0,0.444444444444
5962,False,2771.0,3,2775,5,6,-1,0.0,-0.166666666667,0.833333333333,2767.0,0.0,1.0,1.0,1.0,0.694444444444
5938,False,2771.0,3,2770,6,6,3,0.0,0.5,1.0,2767.0,0.666666666667,1.0,1.0,1.0,1.0
5941,True,2771.0,4,2771,1,7,0,0.0,0.0,0.142857142857,2767.0,0.666666666667,1.0,1.0,0.0,0.0204081632653
5935,False,2771.0,4,2769,2,7,-3,0.0,-0.428571428571,0.285714285714,2767.0,0.5,3.0,1.0,0.0,0.0816326530612
5932,False,2771.0,4,2768,3,7,1,0.0,0.142857142857,0.428571428571,2767.0,0.666666666667,2.0,1.0,0.0,0.183673469388
5965,False,2771.0,4,2776,4,7,1,0.0,0.142857142857,0.571428571429,2767.0,0.666666666667,1.0,2.0,2.0,0.326530612245
5962,False,2771.0,4,2775,5,7,-1,0.0,-0.142857142857,0.714285714286,2767.0,0.0,1.0,1.0,0.0,0.510204081633
5938,False,2771.0,4,2770,6,7,2,0.0,0.285714285714,0.857142857143,2767.0,0.666666666667,1.0,1.0,0.0,0.734693877551
5978,False,2771.0,4,2779,7,7,0,0.0,0.0,1.0,2767.0,0.0,0.0,1.0,1.0,1.0
5942,True,2771.0,5,2771,1,7,0,0.0,0.0,0.142857142857,2767.0,0.75,1.0,1.0,1.0,0.0204081632653
5935,False,2771.0,5,2769,2,7,-3,0.0,-0.428571428571,0.285714285714,2767.0,0.5,3.0,1.0,0.0,0.0816326530612
5966,False,2771.0,5,2776,3,7,1,0.0,0.142857142857,0.428571428571,2767.0,0.75,2.0,1.0,1.0,0.183673469388
5932,False,2771.0,5,2768,4,7,1,0.0,0.142857142857,0.571428571429,2767.0,0.666666666667,2.0,1.0,0.0,0.326530612245
5979,False,2771.0,5,2779,5,7,-1,0.0,-0.142857142857,0.714285714286,2767.0,0.0,1.0,1.0,1.0,0.510204081633
5962,False,2771.0,5,2775,6,7,-1,0.0,-0.142857142857,0.857142857143,2767.0,0.0,1.0,1.0,0.0,0.734693877551
5938,False,2771.0,5,2770,7,7,3,0.0,0.428571428571,1.0,2767.0,0.666666666667,1.0,1.0,0.0,1.0
5943,True,2771.0,8,2771,1,7,0,0.0,0.0,0.142857142857,2767.0,0.8,1.0,1.0,1.0,0.0204081632653
5935,False,2771.0,8,2769,2,7,-3,0.0,-0.428571428571,0.285714285714,2767.0,0.5,3.0,1.0,0.0,0.0816326530612
5966,False,2771.0,8,2776,3,7,1,0.0,0.142857142857,0.428571428571,2767.0,0.75,2.0,1.0,0.0,0.183673469388
5932,False,2771.0,8,2768,4,7,1,0.0,0.142857142857,0.571428571429,2767.0,0.666666666667,2.0,1.0,0.0,0.326530612245
5979,False,2771.0,8,2779,5,7,-1,0.0,-0.142857142857,0.714285714286,2767.0,0.0,1.0,1.0,0.0,0.510204081633
5962,False,2771.0,8,2775,6,7,-1,0.0,-0.142857142857,0.857142857143,2767.0,0.0,1.0,1.0,0.0,0.734693877551
5938,False,2771.0,8,2770,7,7,3,0.0,0.428571428571,1.0,2767.0,0.666666666667,1.0,1.0,0.0,1.0
5944,True,2771.0,28,2771,1,7,0,0.0,0.0,0.142857142857,2767.0,0.833333333333,1.0,1.0,1.0,0.0204081632653
5935,False,2771.0,28,2769,2,7,-3,0.0,-0.428571428571,0.285714285714,2767.0,0.5,3.0,1.0,0.0,0.0816326530612
5966,False,2771.0,28,2776,3,7,1,0.0,0.142857142857,0.428571428571,2767.0,0.75,2.0,1.0,0.0,0.183673469388
5932,False,2771.0,28,2768,4,7,1,0.0,0.142857142857,0.571428571429,2767.0,0.666666666667,2.0,1.0,0.0,0.326530612245
5979,False,2771.0,28,2779,5,7,-1,0.0,-0.142857142857,0.714285714286,2767.0,0.0,1.0,1.0,0.0,0.510204081633
5962,False,2771.0,28,2775,6,7,-1,0.0,-0.142857142857,0.857142857143,2767.0,0.0,1.0,1.0,0.0,0.734693877551
5938,False,2771.0,28,2770,7,7,3,0.0,0.428571428571,1.0,2767.0,0.666666666667,1.0,1.0,0.0,1.0
5945,True,2771.0,63,2771,1,7,0,0.0,0.0,0.142857142857,2767.0,0.857142857143,1.0,1.0,1.0,0.0204081632653
5935,False,2771.0,63,2769,2,7,-3,0.0,-0.428571428571,0.285714285714,2767.0,0.5,3.0,1.0,0.0,0.0816326530612
5966,False,2771.0,63,2776,3,7,1,0.0,0.142857142857,0.428571428571,2767.0,0.75,2.0,1.0,0.0,0.183673469388
5932,False,2771.0,63,2768,4,7,1,0.0,0.142857142857,0.571428571429,2767.0,0.666666666667,2.0,1.0,0.0,0.326530612245
5979,False,2771.0,63,2779,5,7,-1,0.0,-0.142857142857,0.714285714286,2767.0,0.0,1.0,1.0,0.0,0.510204081633
5962,False,2771.0,63,2775,6,7,-1,0.0,-0.142857142857,0.857142857143,2767.0,0.0,1.0,1.0,0.0,0.734693877551
5938,False,2771.0,63,2770,7,7,3,0.0,0.428571428571,1.0,2767.0,0.666666666667,1.0,1.0,0.0,1.0
5946,True,2771.0,127,2771,1,7,0,0.0,0.0,0.142857142857,2767.0,0.875,1.0,1.0,1.0,0.0204081632653
5935,False,2771.0,127,2769,2,7,-3,0.0,-0.428571428571,0.285714285714,2767.0,0.5,3.0,1.0,0.0,0.0816326530612
5966,False,2771.0,127,2776,3,7,1,0.0,0.142857142857,0.428571428571,2767.0,0.75,2.0,1.0,0.0,0.183673469388
5932,False,2771.0,127,2768,4,7,1,0.0,0.142857142857,0.571428571429,2767.0,0.666666666667,2.0,1.0,0.0,0.326530612245
5979,False,2771.0,127,2779,5,7,-1,0.0,-0.142857142857,0.714285714286,2767.0,0.0,1.0,1.0,0.0,0.510204081633
5962,False,2771.0,127,2775,6,7,-1,0.0,-0.142857142857,0.857142857143,2767.0,0.0,1.0,1.0,0.0,0.734693877551
5938,False,2771.0,127,2770,7,7,3,0.0,0.428571428571,1.0,2767.0,0.666666666667,1.0,1.0,0.0,1.0
5935,False,-1.0,152,2769,1,8,-4,0.0,-0.5,0.125,2767.0,0.5,3.0,1.0,0.0,0.015625
5966,False,-1.0,152,2776,2,8,0,0.0,0.0,0.25,2767.0,0.75,2.0,1.0,0.0,0.0625
5932,False,-1.0,152,2768,3,8,0,0.0,0.0,0.375,2767.0,0.666666666667,2.0,1.0,0.0,0.140625
5946,False,-1.0,152,2771,4,8,3,0.0,0.375,0.5,2767.0,0.875,1.0,1.0,0.0,0.25
5979,False,-1.0,152,2779,5,8,-1,0.0,-0.125,0.625,2767.0,0.0,1.0,1.0,0.0,0.390625
5962,False,-1.0,152,2775,6,8,-1,0.0,-0.125,0.75,2767.0,0.0,1.0,1.0,0.0,0.5625
5938,False,-1.0,152,2770,7,8,3,0.0,0.375,0.875,2767.0,0.666666666667,1.0,1.0,0.0,0.765625
6926,False,-1.0,152,3274,8,8,0,0.0,0.0,1.0,2767.0,0.0,0.0,1.0,1.0,1.0
5946,True,2771.0,153,2771,1,8,0,0.0,0.0,0.125,2767.0,0.875,1.0,1.0,0.0,0.015625
5935,False,2771.0,153,2769,2,8,-3,0.0,-0.375,0.25,2767.0,0.5,3.0,1.0,0.0,0.0625
5966,False,2771.0,153,2776,3,8,1,0.0,0.125,0.375,2767.0,0.75,2.0,1.0,0.0,0.140625
5932,False,2771.0,153,2768,4,8,1,0.0,0.125,0.5,2767.0,0.666666666667,2.0,1.0,0.0,0.25
6927,False,2771.0,153,3274,5,8,-1,0.0,-0.125,0.625,2767.0,0.0,1.0,1.0,1.0,0.390625
5979,False,2771.0,153,2779,6,8,-1,0.0,-0.125,0.75,2767.0,0.0,1.0,1.0,0.0,0.5625
5962,False,2771.0,153,2775,7,8,-1,0.0,-0.125,0.875,2767.0,0.0,1.0,1.0,0.0,0.765625
5938,False,2771.0,153,2770,8,8,4,0.0,0.5,1.0,2767.0,0.666666666667,1.0,1.0,0.0,1.0
5947,False,-1.0,0,2773,1,2,0,0.0,0.0,0.5,2772.0,0.0,0.0,8.0,8.0,0.25
5967,False,-1.0,0,2777,2,2,0,0.0,0.0,1.0,2772.0,0.0,0.0,4.0,4.0,1.0
5968,True,2777.0,1,2777,1,3,0,0.0,0.0,0.333333333333,2772.0,0.0,4.0,1.0,1.0,0.111111111111
5948,False,2777.0,1,2773,2,3,0,0.0,0.0,0.666666666667,2772.0,0.0,8.0,4.0,4.0,0.444444444444
5976,False,2777.0,1,2778,3,3,0,0.0,0.0,1.0,2772.0,0.0,0.0,2.0,2.0,1.0
5969,True,2777.0,2,2777,1,3,-1,0.0,-0.333333333333,0.333333333333,2772.0,0.8,1.0,2.0,2.0,0.111111111111
5949,False,2777.0,2,2773,2,3,1,0.0,0.333333333333,0.666666666667,2772.0,0.888888888889,4.0,1.0,1.0,0.444444444444
5977,False,2777.0,2,2778,3,3,0,0.0,0.0,1.0,2772.0,0.0,2.0,1.0,1.0,1.0
5970,True,2777.0,3,2777,1,3,-1,0.0,-0.333333333333,0.333333333333,2772.0,0.833333333333,2.0,1.0,1.0,0.111111111111
5977,False,2777.0,3,2778,2,3,-1,0.0,-0.333333333333,0.666666666667,2772.0,0.0,2.0,1.0,0.0,0.444444444444
5950,False,2777.0,3,2773,3,3,2,0.0,0.666666666667,1.0,2772.0,0.923076923077,1.0,1.0,1.0,1.0
5971,True,2777.0,4,2777,1,3,-1,0.0,-0.333333333333,0.333333333333,2772.0,0.875,1.0,1.0,1.0,0.111111111111
5977,False,2777.0,4,2778,2,3,-1,0.0,-0.333333333333,0.666666666667,2772.0,0.0,2.0,1.0,0.0,0.444444444444
5951,False,2777.0,4,2773,3,3,2,0.0,0.666666666667,1.0,2772.0,0.928571428571,1.0,1.0,1.0,1.0
5971,True,2777.0,9,2777,1,3,-1,0.0,-0.333333333333,0.333333333333,2772.0,0.875,1.0,1.0,0.0,0.111111111111
5977,False,2777.0,9,2778,2,3,-1,0.0,-0.333333333333,0.666666666667,2772.0,0.0,2.0,1.0,0.0,0.444444444444
5952,False,2777.0,9,2773,3,3,2,0.0,0.666666666667,1.0,2772.0,0.933333333333,1.0,1.0,1.0,1.0
5977,False,-1.0,10,2778,1,4,-2,0.0,-0.5,0.25,2772.0,0.0,2.0,1.0,0.0,0.0625
5971,False,-1.0,10,2777,2,4,0,0.0,0.0,0.5,2772.0,0.875,1.0,1.0,0.0,0.25
5952,False,-1.0,10,2773,3,4,2,0.0,0.5,0.75,2772.0,0.933333333333,1.0,1.0,0.0,0.5625
6014,False,-1.0,10,2794,4,4,0,0.0,0.0,1.0,2772.0,0.0,0.0,1.0,1.0,1.0
5971,True,2777.0,244,2777,1,4,-1,0.0,-0.25,0.25,2772.0,0.875,1.0,1.0,0.0,0.0625
5977,False,2777.0,244,2778,2,4,-1,0.0,-0.25,0.5,2772.0,0.0,2.0,1.0,0.0,0.25
5953,False,2777.0,244,2773,3,4,2,0.0,0.5,0.75,2772.0,0.9375,1.0,1.0,1.0,0.5625
6014,False,2777.0,244,2794,4,4,0,0.0,0.0,1.0,2772.0,0.0,0.0,1.0,0.0,1.0
5972,True,2777.0,401,2777,1,4,-1,0.0,-0.25,0.25,2772.0,0.888888888889,1.0,1.0,1.0,0.0625
5977,False,2777.0,401,2778,2,4,-1,0.0,-0.25,0.5,2772.0,0.0,2.0,1.0,0.0,0.25
5954,False,2777.0,401,2773,3,4,2,0.0,0.5,0.75,2772.0,0.941176470588,1.0,1.0,1.0,0.5625
6014,False,2777.0,401,2794,4,4,0,0.0,0.0,1.0,2772.0,0.0,0.0,1.0,0.0,1.0
5973,True,2777.0,493,2777,1,4,-1,0.0,-0.25,0.25,2772.0,0.9,1.0,1.0,1.0,0.0625
5977,False,2777.0,493,2778,2,4,-1,0.0,-0.25,0.5,2772.0,0.0,2.0,1.0,0.0,0.25
5955,False,2777.0,493,2773,3,4,2,0.0,0.5,0.75,2772.0,0.944444444444,1.0,2.0,2.0,0.5625
6014,False,2777.0,493,2794,4,4,0,0.0,0.0,1.0,2772.0,0.0,0.0,1.0,0.0,1.0
5973,True,2777.0,494,2777,1,4,-1,0.0,-0.25,0.25,2772.0,0.9,1.0,1.0,0.0,0.0625
5956,False,2777.0,494,2773,2,4,1,0.0,0.25,0.5,2772.0,0.947368421053,2.0,1.0,1.0,0.25
5977,False,2777.0,494,2778,3,4,0,0.0,0.0,0.75,2772.0,0.0,2.0,1.0,0.0,0.5625
6014,False,2777.0,494,2794,4,4,0,0.0,0.0,1.0,2772.0,0.0,0.0,1.0,0.0,1.0
5973,True,2777.0,692,2777,1,4,-1,0.0,-0.25,0.25,2772.0,0.9,1.0,1.0,0.0,0.0625
5977,False,2777.0,692,2778,2,4,-1,0.0,-0.25,0.5,2772.0,0.0,2.0,1.0,0.0,0.25
5957,False,2777.0,692,2773,3,4,2,0.0,0.5,0.75,2772.0,0.952380952381,1.0,1.0,1.0,0.5625
6014,False,2777.0,692,2794,4,4,0,0.0,0.0,1.0,2772.0,0.0,0.0,1.0,0.0,1.0
5974,True,2777.0,1061,2777,1,4,-1,0.0,-0.25,0.25,2772.0,0.909090909091,1.0,1.0,1.0,0.0625
5977,False,2777.0,1061,2778,2,4,-1,0.0,-0.25,0.5,2772.0,0.0,2.0,1.0,0.0,0.25
5958,False,2777.0,1061,2773,3,4,2,0.0,0.5,0.75,2772.0,0.954545454545,1.0,1.0,1.0,0.5625
6014,False,2777.0,1061,2794,4,4,0,0.0,0.0,1.0,2772.0,0.0,0.0,1.0,0.0,1.0
5975,True,2777.0,1155,2777,1,4,-1,0.0,-0.25,0.25,2772.0,0.916666666667,1.0,1.0,1.0,0.0625
5977,False,2777.0,1155,2778,2,4,-1,0.0,-0.25,0.5,2772.0,0.0,2.0,1.0,0.0,0.25
5958,False,2777.0,1155,2773,3,4,2,0.0,0.5,0.75,2772.0,0.954545454545,1.0,1.0,0.0,0.5625
6014,False,2777.0,1155,2794,4,4,0,0.0,0.0,1.0,2772.0,0.0,0.0,1.0,0.0,1.0
5980,False,-1.0,0,2781,1,2,0,0.0,0.0,0.5,2780.0,0.0,0.0,3.0,3.0,0.25
5986,False,-1.0,0,2782,2,2,0,0.0,0.0,1.0,2780.0,0.0,0.0,1.0,1.0,1.0
5981,True,2781.0,1,2781,1,2,0,0.0,0.0,0.5,2780.0,0.0,3.0,2.0,2.0,0.25
5987,False,2781.0,1,2782,2,2,0,0.0,0.0,1.0,2780.0,0.0,1.0,3.0,3.0,1.0
5982,True,2781.0,2,2781,1,2,0,0.0,0.0,0.5,2780.0,0.75,2.0,2.0,2.0,0.25
5988,False,2781.0,2,2782,2,2,0,0.0,0.0,1.0,2780.0,0.5,3.0,1.0,1.0,1.0
5983,True,2781.0,3,2781,1,2,0,0.0,0.0,0.5,2780.0,0.833333333333,2.0,3.0,3.0,0.25
5989,False,2781.0,3,2782,2,2,0,0.0,0.0,1.0,2780.0,0.8,1.0,1.0,1.0,1.0
5984,True,2781.0,4,2781,1,2,0,0.0,0.0,0.5,2780.0,0.875,3.0,1.0,1.0,0.25
5990,False,2781.0,4,2782,2,2,0,0.0,0.0,1.0,2780.0,0.833333333333,1.0,1.0,1.0,1.0
5984,True,2781.0,6,2781,1,2,0,0.0,0.0,0.5,2780.0,0.875,3.0,1.0,0.0,0.25
5991,False,2781.0,6,2782,2,2,0,0.0,0.0,1.0,2780.0,0.857142857143,1.0,1.0,1.0,1.0
5985,True,2781.0,7,2781,1,2,0,0.0,0.0,0.5,2780.0,0.909090909091,1.0,1.0,1.0,0.25
5991,False,2781.0,7,2782,2,2,0,0.0,0.0,1.0,2780.0,0.857142857143,1.0,1.0,0.0,1.0
5985,True,2781.0,9,2781,1,2,0,0.0,0.0,0.5,2780.0,0.909090909091,1.0,1.0,0.0,0.25
5992,False,2781.0,9,2782,2,2,0,0.0,0.0,1.0,2780.0,0.875,1.0,1.0,1.0,1.0
5985,True,2781.0,73,2781,1,2,0,0.0,0.0,0.5,2780.0,0.909090909091,1.0,1.0,0.0,0.25
5993,False,2781.0,73,2782,2,2,0,0.0,0.0,1.0,2780.0,0.888888888889,1.0,1.0,1.0,1.0
5985,True,2781.0,147,2781,1,2,0,0.0,0.0,0.5,2780.0,0.909090909091,1.0,1.0,0.0,0.25
